종목코드,회사명
094860,네오리진
094940,푸른기술
094970,제이엠티
095190,이엠코리아
095270,웨이브일렉트로
095340,ISC
095500,미래나노텍
095570,AJ네트웍스
095610,테스
095660,네오위즈
095700,제넥신
095720,웅진씽크빅
095910,에스에너지
096040,이트론
096240,크레버스
096350,대창솔루션
096530,씨젠
096610,알에프세미
096630,에스코넥
096690,에이루트
096760,JW홀딩스
096770,SK이노베이션
096775,SK이노베이션우
096870,엘디티
097230,HJ중공업
097520,엠씨넥스
097780,에코볼트
097800,윈팩
097870,효성오앤비
097950,CJ제일제당
097955,CJ제일제당 우
098120,마이크로컨텍솔
098460,고영
098560,TIGER 방송통신
098660,에스티오
099140,KODEX 차이나H
099190,아이센스
099220,SDN
099320,쎄트렉아이
099390,브레인즈컴퍼니
099410,동방선기
099430,바이오플러스
099440,스맥
099520,ITX-AI
099750,이지케어텍
100030,인지소프트
100090,SK오션플랜트
100120,뷰웍스
100130,동국S&C
100220,비상교육
100250,진양홀딩스
100590,머큐리
100660,서암기계공업
100700,세운메디칼
100790,미래에셋벤처투자
100840,SNT에너지
100910,KOSEF KRX100
101000,KS인더스트리
101140,인바이오젠
101160,월덱스
101170,우림피티에스
101240,씨큐브
101280,KODEX 일본TOPIX100
101330,모베이스
101360,에코앤드림
101390,아이엠
101400,엔시트론
101490,에스앤에스텍
101530,해태제과식품
101670,하이드로리튬
101680,한국정밀기계
101730,위메이드맥스
101930,인화정공
102110,TIGER 200
102120,어보브반도체
102260,동성케미컬
102280,쌍방울
102370,케이옥션
102460,이연제약
102710,이엔에프테크놀로지
102780,KODEX 삼성그룹
102940,코오롱생명과학
102950,아하
102960,KODEX 기계장비
102970,KODEX 증권
103140,풍산
103230,에스앤더블류
103590,일진전기
103660,씨앗
103840,우양
104040,대성파인텍
104200,NHN벅스
104460,디와이피엔에프
104480,티케이케미칼
104520,KOSEF 블루칩
104530,KOSEF 고배당
104540,코렌텍
104620,노랑풍선
104700,한국철강
104830,원익머트리얼즈
105010,TIGER 라틴35
105190,ACE 200
105330,케이엔더블유
105550,엣지파운드리
105552,엣지파운드리 11WR
105560,KB금융
105630,한세실업
105740,디케이락
105760,포스뱅크
105780,RISE 5대그룹주
105840,우진
106080,하이소닉
106190,하이텍팜
106240,파인테크닉스
106520,노블엠앤비
107590,미원홀딩스
107600,새빗켐
107640,한중엔시에스
108230,톱텍
108320,LX세미콘
108380,대양전기공업
108450,ACE 삼성그룹섹터가중
108490,로보티즈
108590,TREX 200
108670,LX하우시스
108675,LX하우시스우
108860,셀바스AI
109070,주성코퍼레이션
109080,옵티시스
109610,에스와이
109670,씨싸이트
109740,디에스케이
109820,진매트릭스
109860,동일금속
109960,AP헬스케어
109962,AP헬스케어 6WR
110020,전진바이오팜
110790,크리스에프앤씨
110990,디아이티
111110,호전실업
111380,동인기연
111710,남화산업
111770,영원무역
111870,KH 미래물산
112040,위메이드
112190,KC산업
112290,와이씨켐
112610,씨에스윈드
113810,디젠스
114090,GKL
114100,RISE 국고채3년
114190,강원에너지
114260,KODEX 국고채3년
114450,그린생명과학
114460,ACE 국고채3년
114470,KOSEF 국고채3년
114630,폴라리스우노
114800,KODEX 인버스
114810,한솔아이원스
114820,TIGER 국채3년
114840,아이패밀리에스씨
114920,대주이엔티
115160,휴맥스
115180,큐리언트
115310,인포바인
115390,락앤락
115440,우리넷
115450,HLB테라퓨틱스
115480,씨유메디칼
115500,케이씨에스
115530,씨엔플러스
115570,스타플렉스
115610,이미지스
116100,태양기계
117460,KODEX 에너지화학
117580,대성에너지
117670,알파홀딩스
117680,KODEX 철강
117690,TIGER 차이나항셍25
117700,KODEX 건설
117730,티로보틱스
118000,에스메디
118990,모트렉스
119500,포메탈
119610,인터로조
119650,KC코트렐
119830,아이텍
119850,지엔씨에너지
119860,커넥트웨이브
120030,조선선재
120110,코오롱인더
120115,코오롱인더우
120240,대정화금
121060,유니포인트
121440,골프존뉴딘홀딩스
121600,나노신소재
121800,비덴트
121850,코이즈
121890,에스디시스템
122090,PLUS 코스피50
122260,KOSEF 통안채1년
122310,제노레이
122350,삼기
122450,KX
122630,KODEX 레버리지
122640,예스티
122690,서진오토모티브
122830,원포유
122870,와이지엔터테인먼트
122900,아이마켓코리아
122990,와이솔
123010,아이윈플러스
123040,엠에스오토텍
123310,TIGER 인버스
123320,TIGER 레버리지
123330,제닉
123410,코리아에프티
123420,위메이드플레이
123570,이엠넷
123690,한국화장품
123700,SJM
123750,알톤
123840,뉴온
123860,아나패스
123890,한국자산신탁
124500,아이티센
124560,태웅로직스
125210,아모그린텍
126340,비나텍
126560,현대퓨처넷
126600,BGF에코머티리얼즈
126640,화신정공
126700,하이비젼시스템
126720,수산인더스트리
126730,코칩
126880,제이엔케이글로벌
127120,디엔에이링크
127710,아시아경제
127980,화인써키트
128540,에코캡
128660,피제이메탈
128820,대성산업
128940,한미약품
129260,인터지스
129890,앱코
129920,대성하이텍
130500,GH신소재
130580,나이스디앤비
130660,한전산업
130680,TIGER 원유선물Enhanced(H)
130730,KOSEF 단기자금
130740,티피씨글로벌
131030,옵투스제약
131090,시큐브
131100,티엔엔터테인먼트
131180,딜리
131220,대한과학
131290,티에스이
131370,알서포트
131400,이브이첨단소재
131760,파인텍
131890,ACE 삼성그룹동일가중
131970,두산테스나
132030,KODEX 골드선물(H)
133690,TIGER 미국나스닥100
133750,메가엠디
133820,화인베스틸
134060,이퓨쳐
134380,미원화학
134580,탑코미디어
134790,시디즈
136340,RISE 중기우량회사채
136410,아셈스
136480,하림
136490,선진
136540,윈스
136660,큐엠씨
137080,나래나노텍
137310,에스디바이오센서
137400,피엔티
137610,TIGER 농산물선물Enhanced(H)
137940,넥스트아이
137950,제이씨케미칼
138040,메리츠금융지주
138070,신진에스엠
138080,오이솔루션
138230,KOSEF 미국달러선물
138360,협진
138490,코오롱ENP
138520,TIGER 삼성그룹펀더멘털
138530,TIGER LG그룹+펀더멘털
138540,TIGER 현대차그룹+펀더멘털
138580,비즈니스온
138610,나이벡
138910,KODEX 구리선물(H)
138920,KODEX 콩선물(H)
138930,BNK금융지주
139050,BF랩스
139130,DGB금융지주
139220,TIGER 200 건설
139230,TIGER 200 중공업
139240,TIGER 200 철강소재
139250,TIGER 200 에너지화학
139260,TIGER 200 IT
139270,TIGER 200 금융
139280,TIGER 경기방어
139290,TIGER 200 경기소비재
139310,TIGER 금속선물(H)
139320,TIGER 금은선물(H)
139480,이마트
139660,KOSEF 미국달러선물인버스
139670,키네마스터
139990,아주스틸
140070,서플러스글로벌
140410,메지온
140430,카티스
140520,대창스틸
140570,RISE 수출주
140580,RISE 우량업종대표주
140610,엔솔바이오사이언스
140660,위월드
140670,알에스오토메이션
140700,KODEX 보험
140710,KODEX 운송
140860,파크시스템스
140910,에이리츠
140950,파워 코스피100
141000,비아트론
141080,리가켐바이오
142210,유니트론텍
142280,녹십자엠에스
142760,모아라이프플러스
143160,아이디스
143210,핸즈코퍼레이션
143212,핸즈코퍼레이션 2WR
143240,사람인
143460,ACE 밸류대형
143540,영우디에스피
143850,TIGER 미국S&P500선물(H)
143860,TIGER 헬스케어
144510,지씨셀
144600,KODEX 은선물(H)
144960,뉴파워프라즈마
145020,휴젤
145170,노브랜드
145210,다이나믹디자인
145270,케이탑리츠
145670,ACE 인버스
145720,덴티움
145850,TREX 펀더멘탈 200
145990,삼양사
145995,삼양사우
146060,율촌
146320,비씨엔씨
147760,피엠티
147830,제룡산업
147970,TIGER 모멘텀
148020,RISE 200
148070,KOSEF 국고채10년
148150,세경하이테크
148250,알엔투테크놀로지
148780,비큐AI
148930,에이치와이티씨
149010,아이케이세미콘
149300,아퓨어스
149950,아바텍
149980,하이로닉
150460,TIGER 중국소비테마
150840,인트로메딕
150900,파수
151860,KG에코솔루션
151910,퓨처코어
152100,PLUS 200
152380,KODEX 국채선물10년
152500,ACE 레버리지
152550,한국ANKOR유전
152870,파워 200
153130,KODEX 단기채권
153270,KOSEF 코스피100
153460,네이블
153490,우리이앤엘
153710,옵티팜
154030,아시아종묘
154040,다산솔루에타
155650,와이엠씨
155660,DSR
156080,KODEX MSCI Korea
156100,엘앤케이바이오
157450,TIGER 단기통안채
157490,TIGER 소프트웨어
157500,TIGER 증권
158430,아톤
159010,아스플로
159580,제로투세븐
159800,마이티 코스피100
159910,스킨앤스킨
160190,하이젠알앤엠
160550,NEW
160580,TIGER 구리실물
160600,이큐셀
160980,싸이맥스
161000,애경케미칼
161390,한국타이어앤테크놀로지
161510,PLUS 고배당주
161580,필옵틱스
161890,한국콜마
162120,루켄테크놀러지스
162300,신스틸
163560,동일고무벨트
163730,핑거
164060,이루다
166090,하나머티리얼즈
166400,TIGER 200커버드콜5%OTM
166480,코아스템켐온
167860,KOSEF 국고채10년레버리지
168330,내츄럴엔도텍
168360,펨트론
168490,한국패러랠
168580,ACE 중국본토CSI300
169330,엠브레인
169670,코스텍시스템
169950,KODEX 차이나A50
170030,현대공업
170790,파이오링크
170900,동아에스티
170920,엘티씨
171010,램테크놀러지
171090,선익시스템
171120,라이온켐텍
172670,에이엘티
173130,오파스넷
173940,에프엔씨엔터
174350,TIGER 로우볼
174360,RISE 중국본토대형주CSI100
174880,장원테크
174900,앱클론
175140,휴먼테크놀로지
175250,아이큐어
175330,JB금융지주
176590,코나솔
176750,듀켐바이오
176950,KODEX 국채선물10년인버스
177350,베셀
177830,파버나인
178320,서진시스템
178600,대동고려삼
178780,일월지엠엘
178920,PI첨단소재
179290,엠아이텍
179530,애드바이오텍
179720,머니무브
179900,유티아이
180060,탑선
180400,DXVX
180640,한진칼
18064K,한진칼우
181480,ACE 미국다우존스리츠(합성 H)
181710,NHN
182360,큐브엔터
182400,엔케이맥스
182480,TIGER 미국MSCI리츠(합성 H)
182490,TIGER 단기선진하이일드(합성 H)
183190,아세아시멘트
183300,코미코
183490,엔지켐생명과학
183700,RISE 채권혼합
183710,RISE 주식혼합
184230,SGA솔루션즈
185190,수프로
185490,아이진
185680,KODEX 미국S&P바이오(합성)
185750,종근당
186230,그린플러스
187220,디티앤씨
187270,신화콘텍
187420,제노포커스
187660,에이디엠코리아
187790,나노
187870,디바이스이엔지
188260,세니젠
189300,인텔리안테크
189330,씨이랩
189350,코셋
189400,PLUS 글로벌MSCI(합성 H)
189690,포시에스
189860,서전기전
189980,흥국에프엔비
190510,나무가
190620,ACE 단기통안채
190650,코리아에셋투자증권
191410,육일씨엔에쓰
191420,테고사이언스
191600,블루탑
192080,더블유게임즈
192090,TIGER 차이나CSI300
192250,케이사인
192390,윈하이텍
192400,쿠쿠홀딩스
192410,휴림네트웍스
192440,슈피겐코리아
192650,드림텍
192720,파워 고배당저변동성
192820,코스맥스
193250,링크드
194370,제이에스코퍼레이션
194480,데브시스터즈
194700,노바렉스
195500,마니커에프앤지
195870,해성디에스
195920,TIGER 일본TOPIX(합성 H)
195930,TIGER 유로스탁스50(합성 H)
195940,HK이노엔
195970,PLUS 선진국MSCI(합성 H)
195980,PLUS 신흥국MSCI(합성 H)
195990,에이비프로바이오
196030,ACE 일본TOPIX레버리지(H)
196170,알테오젠
196230,RISE 단기통안채
196300,애니젠
196450,코아시아씨엠
196490,디에이테크놀로지
196700,웹스
197140,디지캡
198080,엔피디
198440,강동씨앤엘
198940,한주라이트메탈
199150,데이터스트림즈
199290,바이오프로테크
199430,케이엔알시스템
199550,레이저옵텍
199730,바이오인프라
199800,툴젠
199820,제일일렉트릭
200030,KODEX 미국S&P500산업재(합성)
200130,콜마비앤에이치
200230,텔콘RF제약
200250,KOSEF 인도Nifty50(합성)
200350,래몽래인
200470,에이팩트
200580,메디쎄이
200670,휴메딕스
200710,에이디테크놀로지
200780,비씨월드제약
200880,서연이화
201490,미투온
202960,판도라티비
203400,에이비온
203450,유니온커뮤니티
203650,드림시큐리티
203690,스피어파워
203780,TIGER 미국나스닥바이오
204020,그리티
204210,스타에스엠리츠
204270,제이앤티씨
204320,HL만도
204450,KODEX 차이나H레버리지(H)
204480,TIGER 차이나CSI300레버리지(합성)
204610,티쓰리
204620,글로벌텍스프리
204630,스튜디오산타클로스
204840,지엘팜텍
205100,엑셈
205470,휴마시스
205500,액션스퀘어
205720,ACE 일본TOPIX인버스(합성 H)
206400,베노티앤알
206560,덱스터
206640,바디텍메드
206650,유바이오로직스
206950,볼빅
207490,에이펙스인텍
207760,미스터블루
207940,삼성바이오로직스
208140,정다운
208340,파멥신
208350,지란지교시큐리티
208370,셀바스헬스케어
208640,썸에이지
208710,바이오로그디바이스
208850,이비테크
208860,엔지스테크널러지
208890,미래엔에듀파트너
210120,빅텐츠
210540,디와이파워
210780,TIGER 코스피고배당
210980,SK디앤디
211050,인카금융서비스
211270,AP위성
211560,TIGER 배당성장
211900,KODEX 배당성장
212310,오건에코텍
212560,네오오토
213420,덕산네오룩스
213500,한솔제지
213610,KODEX 삼성그룹밸류
213630,PLUS 미국다우존스고배당주(합성 H)
214150,클래시스
214180,헥토이노베이션
214260,라파스
214270,FSN
214310,에스엘에너지
214320,이노션
214330,금호에이치티
214370,케어젠
214390,경보제약
214420,토니모리
214430,아이쓰리시스템
214450,파마리서치
214610,미코바이오메드
214680,디알텍
214870,뉴지랩파마
214980,KODEX 단기채권PLUS
215000,골프존
215090,휴센텍
215100,로보로보
215200,메가스터디교육
215360,우리산업
215380,우정바이오
215480,토박스코리아
215570,크로넥스
215600,신라젠
215620,HK S&P코리아로우볼
215790,이노인스트루먼트
216050,인크로스
216080,제테마
216400,인바이츠바이오코아
217190,제너셈
217270,넵튠
217320,썬테크
217330,싸이토젠
217480,에스디생명공학
217500,러셀
217620,디딤이앤에프
217730,강스템바이오텍
217770,TIGER 원유선물인버스(H)
217780,TIGER 차이나CSI300인버스(합성)
217820,원익피앤이
217880,틸론
217910,에스제이켐
217950,파마리서치바이오
218150,미래생명자원
218410,RFHIC
218420,KODEX 미국S&P500에너지(합성)
219130,타이거일렉
219390,RISE 미국S&P원유생산기업(합성 H)
219420,링크제니시스
219480,KODEX 미국S&P500선물(H)
219550,디와이디
219552,디와이디 3WR
219750,한국비티비
219900,ACE 중국본토CSI300레버리지(합성)
220100,퓨쳐켐
220130,SOL 차이나강소기업CSI500(합성 H)
220180,핸디소프트
220260,켐트로스
221800,유투바이오
221840,하이즈항공
221980,케이디켐
222040,코스맥스엔비티
222080,씨아이에스
222110,팬젠
222160,NPX
222420,쎄노텍
222670,플럼라인생명과학
222800,심텍
222810,세토피아
222980,한국맥널티
223190,KODEX 200가치저변동
223220,로지스몬
223250,드림씨아이에스
223310,딥마인드
224060,더코디
224110,에이텍모빌리티
224760,엔에스컴퍼니
224810,엄지하우스
225030,TIGER 미국S&P500선물인버스(H)
225040,TIGER 미국S&P500레버리지(합성 H)
225050,TIGER 유로스탁스레버리지(합성 H)
225060,TIGER 이머징마켓MSCI레버리지(합성 H)
225130,ACE 골드선물 레버리지(합성 H)
225190,LK삼양
225220,제놀루션
225430,케이엠제약
225530,보광산업
225570,넥슨게임즈
225590,패션플랫폼
225800,KOSEF 미국달러선물레버리지
226320,잇츠한불
226330,신테카바이오
226340,본느
226360,KH 건설
226380,ACE Fn성장소비주도주
226400,오스테오닉
226440,한송네오텍
226490,KODEX 코스피
226950,올릭스
226980,KODEX 200 중소형
227100,퀀텀온
227420,도부마스크
227540,TIGER 200 헬스케어
227550,TIGER 200 산업재
227560,TIGER 200 생활소비재
227570,TIGER 우량가치
227610,아우딘퓨쳐스
227830,PLUS 코스피
227840,현대코퍼레이션홀딩스
227950,엔투텍
228340,동양파일
228670,레이
228760,지노믹트리
228790,TIGER 화장품
228800,TIGER 여행레저
228810,TIGER 미디어컨텐츠
228820,TIGER KTOP30
228850,레이언스
229000,젠큐릭스
229200,KODEX 코스닥150
229500,노브메타파마
229640,LS에코에너지
229720,KODEX KTOP30
230240,에치에프알
230360,에코마케팅
230480,KOSEF 미국달러선물인버스2X
230980,비유테크놀러지
232080,TIGER 코스닥150
232140,와이씨
232530,이엠티
232680,라온테크
232830,시큐센
233160,TIGER 코스닥150 레버리지
233250,메디안디노스틱
233740,KODEX 코스닥150레버리지
233990,질경이
234070,에이원알폼
234080,JW생명과학
234100,폴라리스세원
234300,에스트래픽
234310,RISE V&S셀렉트밸류
234340,헥토파이낸셜
234690,녹십자웰빙
234920,자이글
235980,메드팩토
236030,씨알푸드
236200,슈프리마
236340,메디젠휴먼케어
236350,TIGER 인도니프티50레버리지(합성)
236810,엔비티
237350,KODEX 코스피100
237370,KODEX 배당성장채권혼합
237440,TIGER 경기방어채권혼합
237690,에스티팜
237750,피앤씨테크
237820,플레이디
237880,클리오
238090,앤디포스
238120,얼라인드
238170,엔에스엠
238200,비피도
238490,힘스
238500,로보쓰리에이아이
238670,PLUS 스마트베타Quality채권혼합
238720,ACE 일본Nikkei225(H)
239340,이스트에이드
239610,에이치엘사이언스
239660,PLUS 우량회사채50
239890,피엔에이치테크
240600,유진테크놀로지
240810,원익IPS
241180,TIGER 일본니케이225
241390,RISE V&S셀렉트밸류채권혼합
241520,DSC인베스트먼트
241560,두산밥캣
241590,화승엔터프라이즈
241690,유니테크노
241710,코스메카코리아
241770,메카로
241790,티이엠씨씨엔에스
241820,피씨엘
241840,에이스토리
242040,나무기술
243070,휴온스
243840,신흥에스이씨
243870,굿센
243880,TIGER 200IT레버리지
243890,TIGER 200에너지화학레버리지
244460,올리패스
244580,KODEX 바이오
244620,KODEX 모멘텀Plus
244660,KODEX 퀄리티Plus
244670,KODEX 밸류Plus
244880,나눔테크
244920,에이플러스에셋
245340,TIGER 미국다우존스30
245350,TIGER 유로스탁스배당30
245360,TIGER 차이나HSCEI
245450,씨앤에스링크
245620,EDGC
245710,ACE 베트남VN30(합성)
246250,에스엘에스바이오
246690,TS인베스트먼트
246710,티앤알바이오팹
246720,아스타
246960,SCL사이언스
247540,에코프로비엠
247660,나노씨엠에스
248070,솔루엠
248170,샘표식품
248270,TIGER S&P글로벌헬스케어(합성)
249420,일동제약
250000,보라티알
250030,진코스텍
250060,모비스
250730,RISE 차이나HSCEI(H)
250780,TIGER 코스닥150선물인버스
250930,예선테크
251120,바이오에프디엔씨
251270,넷마블
251280,안지오랩
251340,KODEX 코스닥150선물인버스
251350,KODEX 선진국MSCI World
251370,와이엠티
251590,PLUS 고배당저변동50
251600,PLUS 고배당주채권혼합
251630,브이원텍
251970,펌텍코리아
252000,TIGER 200동일가중
252400,RISE 200선물레버리지
252410,RISE 200선물인버스
252420,RISE 200선물인버스2X
252500,세화피앤씨
252650,KODEX 200동일가중
252670,KODEX 200선물인버스2X
252710,TIGER 200선물인버스2X
252990,샘씨엔에스
253150,PLUS 200선물레버리지
253160,PLUS 200선물인버스2X
253230,KOSEF 200선물인버스2X
253240,KOSEF 200선물인버스
253250,KOSEF 200선물레버리지
253280,RISE 헬스케어
253290,RISE 헬스케어채권혼합
253450,스튜디오드래곤
253590,네오셈
253610,루트락
253840,수젠텍
254120,자비스
254160,제이엠멀티
254490,미래반도체
255220,SG
255222,SG 17WR
255440,야스
256150,한독크린텍
256440,ACE 인도네시아MSCI(합성)
256450,PLUS 심천차이넥스트(합성)
256630,포인트엔지니어링
256750,KODEX 차이나심천ChiNext(합성)
256840,한국비엔씨
256940,케이피에스
257370,피엔티엠에스
257720,실리콘투
257990,나우코스
258050,테크트랜스
258250,셀젠텍
258540,에스엘테라퓨틱스
258610,케일럼
258790,소프트캠프
258830,세종메디칼
259630,엠플러스
259960,크래프톤
260660,알리코제약
260870,SK시그넷
260930,씨티케이
260970,에스앤디
261060,TIGER 코스닥150IT
261070,TIGER 코스닥150바이오테크
261110,TIGER 미국달러선물레버리지
261120,TIGER 미국달러선물인버스2X
261140,TIGER 우선주
261200,덴티스
261220,KODEX WTI원유선물(H)
261240,KODEX 미국달러선물
261250,KODEX 미국달러선물레버리지
261260,KODEX 미국달러선물인버스2X
261270,KODEX 미국달러선물인버스
261780,차백신연구소
261920,ACE 필리핀MSCI(합성)
262260,에이프로
262840,아이퀘스트
263020,디케이앤디
263050,유틸렉스
263540,어스앤에어로스페이스
263600,덕우전자
263690,디알젬
263700,케어랩스
263720,디앤씨미디어
263750,펄어비스
263770,유에스티
263800,데이타솔루션
263810,상신전자
263860,지니언스
263920,휴엠앤씨
264450,유비쿼스
264660,씨앤지하이테크
264850,이랜시스
264900,크라운제과
26490K,크라운제과우
265520,AP시스템
265560,영화테크
265690,ACE 러시아MSCI(합성)
265740,엔에프씨
266160,RISE 고배당
266170,뿌리깊은나무들
266350,팡스카이
266360,KODEX 미디어&엔터테인먼트
266370,KODEX IT
266390,KODEX 경기소비재
266410,KODEX 필수소비재
266420,KODEX 헬스케어
266470,바이오인프라생명과학
266550,PLUS 중형주저변동50
266870,파워풀엑스
267080,세븐브로이맥주
267250,HD현대
267260,HD현대일렉트릭
267270,HD현대건설기계
267290,경동도시가스
267320,나인테크
267440,RISE 미국장기국채선물(H)
267450,RISE 미국장기국채선물인버스(H)
267490,RISE 미국장기국채선물레버리지(합성 H)
267770,TIGER 200선물레버리지
267790,배럴
267850,아시아나IDT
267980,매일유업
268280,미원에스씨
268600,셀리버리
269370,TIGER S&P글로벌인프라(합성)
269420,KODEX S&P글로벌인프라(합성)
269530,PLUS S&P글로벌인프라
269540,PLUS 미국S&P500(H)
269620,시스웍
270210,에스알바이오텍
270520,지오릿에너지
270660,에브리봇
270800,RISE KQ고배당
270810,RISE 코스닥150
270870,뉴트리
271050,KODEX WTI원유선물인버스(H)
271060,KODEX 3대농산물선물(H)
271560,오리온
271830,팸텍
271940,일진하이솔루스
271980,제일약품
272110,케이엔제이
272210,한화시스템
272290,이녹스첨단소재
272450,진에어
272550,삼양패키징
272560,RISE 단기국공채액티브
272570,RISE 중장기국공채액티브
272580,TIGER 단기채권액티브
272910,ACE 중장기국공채액티브
273060,와이즈버즈
273130,KODEX 종합채권(AA-이상)액티브
273140,KODEX 단기변동금리부채권액티브
273640,와이엠텍
274090,켄코아에어로스페이스
274400,이노시뮬레이션
275280,KODEX MSCI모멘텀
275290,KODEX MSCI밸류
275300,KODEX MSCI퀄리티
275630,에스에스알
275750,RISE 코스닥150선물인버스
275980,TIGER 글로벌4차산업혁신기술(합성 H)
276000,TIGER 글로벌자원생산기업(합성 H)
276040,스코넥
276240,엘리비젼
276650,RISE 글로벌4차산업IT(합성 H)
276730,제주맥주
276970,KODEX 미국S&P500배당귀족커버드콜(합성 H)
276990,KODEX 글로벌로봇(합성)
277070,린드먼아시아
277410,인산가
277540,ACE 아시아TOP50S&P
277630,TIGER 코스피
277640,TIGER 코스피대형주
277650,TIGER 코스피중형주
277810,레인보우로보틱스
277880,티에스아이
278240,RISE 코스닥150선물레버리지
278280,천보
278470,에이피알
278530,KODEX 200TR
278540,KODEX MSCI Korea TR
278620,PLUS 단기채권액티브
278650,HLB바이오스텝
278990,EMB
279060,이노벡스
279530,KODEX 고배당
279540,KODEX 최소변동성
279600,미디어젠
280320,ACE 미국IT인터넷S&P(합성 H)
280360,롯데웰푸드
280920,PLUS 주도업종
280930,KODEX 미국러셀2000(H)
280940,KODEX 골드선물인버스(H)
281740,레이크머티리얼즈
281820,케이씨텍
281990,RISE 중소형고배당
282000,RISE 국고채3년선물인버스
282330,BGF리테일
282690,동아타이어
282720,금양그린파워
282880,코윈테크
283100,노보믹스
283580,KODEX 차이나CSI300
284430,KODEX 200미국채혼합
284620,카이노스메드
284740,쿠쿠홈시스
284980,RISE 200금융
285130,SK케미칼
28513K,SK케미칼우
285490,노바텍
285690,FOCUS ESG리더스
285800,진영
286000,씨엔티드림
286750,나노브릭
286940,롯데이노베이트
287180,PLUS 미국나스닥테크
287410,제이시스메디칼
288330,브릿지바이오테라퓨틱스
288490,나라소프트
288620,에스퓨얼셀
288980,모아데이타
289010,아이스크림에듀
289040,KODEX MSCI KOREA ESG유니버설
289080,SV인베스트먼트
289170,바이오텐
289220,자이언트스텝
289250,TIGER MSCI KOREA ESG유니버설
289260,TIGER MSCI KOREA ESG리더스
289480,TIGER 200커버드콜ATM
289670,PLUS 국채선물10년
289860,지슨
290080,RISE 200고배당커버드콜ATM
290090,트윔
290120,DH오토리드
290122,DH오토리드 9WR
290130,RISE ESG사회책임투자
290270,휴네시온
290380,대유
290520,신도기연
290550,디케이티
290560,신시웨이
290650,엘앤씨바이오
290660,네오펙트
290670,대보마그네틱
290690,소룩스
290720,푸드나무
290740,액트로
291130,ACE 멕시코MSCI(합성)
291230,엔피
291620,KOSEF 코스닥150선물인버스
291630,KOSEF 코스닥150선물레버리지
291650,압타머사이언스
291680,RISE 차이나H선물인버스(H)
291810,핀텔
291890,KODEX MSCI EM선물(H)
292050,RISE KRX300
292150,TIGER TOP10
292160,TIGER KRX300
292190,KODEX KRX300
292500,SOL KRX300
292560,TIGER 일본엔선물
292730,FOCUS KRX300
292770,KODEX 국채선물3년인버스
293180,HANARO 200
293480,하나제약
293490,카카오게임즈
293580,나우IB
293780,압타바이오
293940,신한알파리츠
294090,이오플로우
294140,레몬
294400,KOSEF 200TR
294570,쿠콘
294630,서남
294870,HDC현대산업개발
295000,RISE 국채선물10년
295020,RISE 국채선물10년인버스
295040,SOL 200TR
295310,에이치브이엠
296160,프로젠
296520,가이아코퍼레이션
296640,이노룰스
297090,씨에스베어링
297570,알로이스
297890,HB솔루션
298000,효성화학
298020,효성티앤씨
298040,효성중공업
298050,효성첨단소재
298060,에스씨엠생명과학
298340,PLUS 국채선물3년
298380,에이비엘바이오
298540,더네이쳐홀딩스
298690,에어부산
298770,KODEX 한국대만IT프리미어
298830,슈어소프트테크
299030,하나기술
299170,더블유에스아이
299480,지앤이헬스케어
299660,셀리드
299670,에스엠비나
299900,위지윅스튜디오
299910,애닉
300080,플리토
300120,라온피플
300610,TIGER K게임
300640,RISE 게임테마
300720,한일시멘트
300950,KODEX 게임산업
301300,바이브컴퍼니
301400,PLUS 코스닥150
301410,PLUS 코스닥150선물인버스
302190,TIGER 중장기국채
302430,이노메트리
302440,SK바이오사이언스
302450,RISE 코스피
302550,리메드
302920,더콘텐츠온
303030,지니틱스
303360,프로티아
303530,이노뎁
304100,솔트룩스
304360,에스바이오메딕스
304660,KODEX 미국30년국채울트라선물(H)
304670,KODEX 미국30년국채울트라선물인버스(H)
304760,HANARO KRX300
304770,HANARO 코스닥150
304780,HANARO 200선물레버리지
304840,피플바이오
304940,KODEX 미국나스닥100선물(H)
305050,ACE 코스피
305080,TIGER 미국채10년선물
305090,마이크로디지탈
305540,TIGER 2차전지테마
305720,KODEX 2차전지산업
306040,에스제이그룹
306200,세아제강
306520,HANARO 200선물인버스
306530,HANARO 코스닥150선물레버리지
306620,네온테크
306950,KODEX KRX300레버리지
307180,아이엘사이언스
307280,원바이오젠
307510,TIGER 의료기기
307520,TIGER 지주회사
307750,국전약품
307870,비투엔
307930,컴퍼니케이
307950,현대오토에버
308080,바이젠셀
308100,까스텔바작
308170,씨티알모빌리티
308620,KODEX 미국10년국채선물
308700,테크엔
309230,ACE 미국WideMoat가치주
309930,오하임앤컴퍼니
309960,LB인베스트먼트
310080,RISE 중국MSCI China(H)
310200,애니플러스
310210,보로노이
310870,디와이씨
310960,TIGER 200TR
310970,TIGER MSCI Korea TR
311060,엘에이티
311320,지오엘리먼트
311390,네오크레마
311690,CJ 바이오사이언스
311960,에이아이더뉴트리진
312610,에이에프더블류
313760,캐리
314130,지놈앤컴퍼니
314140,알피바이오
314250,KODEX 미국빅테크10(H)
314700,HANARO 농업융복합산업
314930,바이오다인
315270,TIGER 200커뮤니케이션서비스
315640,딥노이드
315930,KODEX Top5PlusTR
315960,RISE 대형고배당10TR
316140,우리금융지주
316300,ACE 싱가포르리츠
316670,KOSEF 코스닥150
317120,라닉스
317240,TS트릴리온
317330,덕산테코피아
317400,자이에스앤디
317530,캐리소프트
